Id Instructor,Grado Académico,Catálogo,Curso,Nº Clase,Nombre Catalogo,Modo de Enseñanza,Fecha Inicio real,Fecha Fin real,Centro de Costos,Nota final por curso,Competencia Evaluada,Nota competencia por clase,Nota final por clase,Pregunta,Calificación Pregunta,Comentarios,Total Evaluaciones generadas,Evaluaciones realizadas,% de participación
1000094832.0,PREG,    PS0304,125598.0,1391.0,Psicología General II,Presencial,2024-01-25,2024-05-23,Depto. de Psicología,4.73,Comentarios,0.0,4.73,,,,31.0,31.0,100.0
,PREG,    PS0304,125598.0,1391.0,Psicología General II,,2024-01-25,2024-05-23,Depto. de Psicología,4.73,Comentarios,0.0,4.73,Menciona un aspecto positivo del desempeño de tu profe en el aula,0.0,tiene muy buena energia y actitud,31.0,,100.0
1000094832.0,PREG,    PS0304,125598.0,1391.0,Psicología General II,Presencial,2024-01-25,2024-05-23,,4.73,Comentarios,0.0,4.73,Menciona un aspecto positivo del desempeño de tu profe en el aula,0.0,creatividad en los ejemplos y habla desde su expereincia profesional,31.0,31.0,100.0
1000094832.0,GPER,    PS0304,125598.0,1391.0,Psicología General II,,2024-01-25,2024-05-23,Depto. de Psicología,4.73,,0.0,4.73,¿Tienes algún comentario adicional de tu profe o del curso?,0.0,"xeoen ectelnnuecesr,cesalUomtue x e nrt ",31.0,31.0,1000.0
1000094832.0,PREG,    PS0304,125598.0,1391.0,Iog  aPceraleisGonlIí,Presencial,,2024-05-23,Depto. de Psicología,4.73,Comentarios,0.0,4.73,¿Tienes algún comentario adicional de tu profe o del curso?,0.0,No,31.0,31.0,100.0
1000094832.0,PREG,    PS0304,125598.0,1391.0,Psicología General II,Presencial,2024-01-25,2024-05-23,Depto. de Psicología,4.73,Comentarios,0.0,4.73,¿Tienes algún comentario adicional de tu profe o del curso?,0.0,ninguno,31.0,31.0,100.0
1000089082.0,PREG,    PS0305,125599.0,1392.0,Análisis Inferencial de Datos,Presencial,2024-01-23,2024-05-21,,4.72,Comentarios,0.0,4.73,¿Tienes algún comentario adicional de tu profe o del curso?,0.0,Una vez se burló de mi por no saber algo,14.0,14.0,100.0
1000089082.0,PREG,    PS0305,125599.0,1392.0,Análisis Inferencial de Datos,,2024-01-23,2024-05-21,Depto. de Psicología,4.72,snoiorateCm,0.0,4.73,,0.0,nop,14.0,14.0,100.0
1000239642.0,PREG,    PS0306,125600.0,1393.0,Neuropsicología,Presencial,2024-01-22,2024-05-20,Depto. de Psicología,4.83,Comentarios,0.0,4.83,Menciona un aspecto a mejorar del desempeño de tu profe en el aula,,"odnaic  abm tspr  at snids  talLbemu be,vi aicaiims aaul h icopetnece eucaad cosrinsncatac mteu a  tenaanduetieuac os  ulracirt  uleelsymql ns iuro maeyecarnaceueprneacsugnafnmulaeom oy oa haoeprdoo Sr legpare lavn ndeopsao  m ñp  sot oln  a  ede,eoqerútneueoe  pcó.lg rimdnq",30.0,30.0,100.0
1000239642.0,PREG,    PS0306,125600.0,,Neuropsicología,Presencial,2024-01-22,2024-05-20,Depto. de Psicología,4.83,Comentarios,0.0,4.83,Menciona un aspecto positivo del desempeño de tu profe en el aula,0.0,"Es abierta a escuchar las necesidades de sus estudiantes, es apasionada, excelente actitud.",30.0,30.0,1000.0
1000239642.0,PREG,    PS0306,125600.0,1393.0,sgiulcroíopNaoe,Presencial,,2024-05-20,Depto. de Psicología,4.83,Comentarios,0.0,,¿Tienes algún comentario adicional de tu profe o del curso?,0.0,"Que es mi materia favorita este semestre y he aprendido mucho , gracias profe por tu dedicación",30.0,30.0,100.0
1000124375.0,PREG,    CS0276,109970.0,2987.0,Animación 3d,,2024-01-22,2024-05-20,,4.37,Comentarios,0.0,4.27,Menciona un aspecto a mejorar del desempeño de tu profe en el aula,,"Es necesario entender que no todos los estudiantes tienen acceso a un computador ultimo modelo, se debería poder trabajar desde el portatil que cada estudiante tiene",10.0,10.0,100.0
1000124375.0,PREG,    CS0276,1317080.0,2987.0,Animación 3d,,2024-01-22,2024-05-20,pemoóiCc SD ielun.c danoiotac,4.37,Comentarios,0.0,4.27,Menciona un aspecto positivo del desempeño de tu profe en el aula,0.0,trasmite muy bien el conocimiento y lo domina,10.0,10.0,100.0
1000124375.0,PGRE,    CS0276,109970.0,2988.0,m3i nóaicndA,Presencial,2024-01-25,2024-05-23,Depto. de Comunicación Social,4.37,irntsoaemoC,0.0,4.46,Menciona un aspecto a mejorar del desempeño de tu profe en el aula,0.0,,19.0,18.0,94.74
1000124375.0,PREG,,109970.0,2988.0,Animación 3d,Presencial,2024-01-25,2024-05-23,Depto. de Comunicación Social,50.0,Comentarios,0.0,4.46,Menciona un aspecto positivo del desempeño de tu profe en el aula,0.0,El conocimiento del profesor,400.0,18.0,94.74
1000124375.0,PREG,,109970.0,2988.0,Animación 3d,Presencial,2024-01-25,2024-05-23,Depto. de Comunicación Social,4.37,Comentarios,,4.46,Menciona un aspecto positivo del desempeño de tu profe en el aula,,,19.0,18.0,94.74
1000124375.0,PREG,    CS0276,109970.0,2988.0,Animación 3d,Presencial,2024-01-25,2024-05-23,,4.37,Comentarios,0.0,4.46,¿Tienes algún comentario adicional de tu profe o del curso?,0.0,,19.0,18.0,94.74
,PREG,    CS0275,1317080.0,2990.0,Interacción Humano Computador,Presencial,2024-01-23,2024-05-21,Depto. de Comunicación Social,4.84,Comentarios,0.0,4.84,Menciona un aspecto a mejorar del desempeño de tu profe en el aula,0.0,a nodueee sQscd,19.0,18.0,94.74
1000067997.0,PREG,    CS0275,109969.0,2990.0,Interacción Humano Computador,Presencial,2024-01-23,2024-05-21,Depto. de Comunicación Social,4.84,Comentarios,0.0,4.84,Menciona un aspecto a mejorar del desempeño de tu profe en el aula,0.0,"Muchas veces los temas de las clases son demasiado densos, y a veces no están del todo claras algunas cosas, que es un poco irónico ya que esto  se da porque se ofrece demasiado detalle sobre todo. Muchos temas se explican tanto que es difícil retener alguna de la información.",19.0,18.0,94.74
1000038702.0,PREG,0PS30 8   ,125602.0,1400.0,Lógica y Argumentación,Presencial,2024-01-24,2024-05-22,,4.98,Comentarios,0.0,4.98,Menciona un aspecto positivo del desempeño de tu profe en el aula,0.0,"Muy buenas explicaciones, demasiado paciente y es un tema que requiere de esta paciencia para la explicación.",31.0,31.0,1000.0
1000038702.0,PREG,    PS0308,125602.0,1400.0,Lógica y Argumentación,Presencial,2024-01-24,2024-05-22,Depto. de Psicología,4.98,Comentarios,0.0,4.98,Menciona un aspecto positivo del desempeño de tu profe en el aula,0.0,La clase es muy dinámica y las actividades evaluativas son de gran ayuda para aprender y entender realmente el tema,31.0,31.0,100.0
1000038702.0,PREG,,,1400.0,Lógica y Argumentación,Presencial,2024-01-24,2024-05-22,Depto. de Psicología,4.98,Comentarios,0.0,4.98,,0.0,Su actitud,31.0,31.0,100.0
1000038702.0,PREG,,125602.0,1400.0,Lógica y Argumentación,Presencial,2024-01-24,2024-05-22,Depto. de Psicología,4.98,Comentarios,0.0,,u n neltte doñaaundepcueis pnse rMas olfp  a oieetovmeo opeidec l,0.0,Es una profesora increíble,31.0,31.0,
1000038702.0,PREG,    PS0308,1317080.0,,Lógica y Argumentación,snliacerPe,2024-01-24,2024-05-22,detPoloeoíias cDpg .,4.98,,0.0,4.98,¿Tienes algún comentario adicional de tu profe o del curso?,0.0,De las mejores profesoras que he tenido,31.0,31.0,1000.0
1000071781.0,PREG,    PS0309,125603.0,1401.0,Modelos Administrativos,Presencial,2024-01-26,2024-05-24,Depto. de Psicología,4.83,Comentarios,0.0,4.83,Menciona un aspecto a mejorar del desempeño de tu profe en el aula,0.0,"A veces sus ejemplificaciones del tema no son pertinentes ni necesarias. Da muchas anécdotas que, en ocasiones, no aportan nada para el curso o las temáticas propuestas",33.0,33.0,100.0
1000071781.0,,,125603.0,1401.0,Modelos Administrativos,Presencial,2024-01-26,2024-05-24,Depto. de Psicología,,Comentarios,,4.83,Menciona un aspecto positivo del desempeño de tu profe en el aula,0.0,sabe comunicar sus conocimientos,33.0,33.0,100.0
1000071781.0,EPGR,,125603.0,1401.0,maotieotirsidAvs sldMno,Presencial,2024-01-26,2024-05-24,Depto. de Psicología,4.83,Comentarios,0.0,4.83,Menciona un aspecto positivo del desempeño de tu profe en el aula,0.0,Muchos ejemplos,33.0,33.0,100.0
1000071781.0,PREG, S 930 P0 ,125603.0,1401.0,Modelos Administrativos,Presencial,2024-01-26,2024-05-24,Depto. de Psicología,4.83,Comentarios,0.0,4.83,¿Tienes algún comentario adicional de tu profe o del curso?,0.0,"no, me cayo muy bien",33.0,33.0,100.0
1000071781.0,PREG,    PS0309,125603.0,1401.0,Modelos Administrativos,,,2024-05-24,Depto. de Psicología,4.83,Comentarios,0.0,4.83,¿Tienes algún comentario adicional de tu profe o del curso?,0.0,La mejor profesora,33.0,33.0,100.0
1000071781.0,PREG,,125603.0,1401.0,Modelos Administrativos,Presencial,,2024-05-24,Depto. de Psicología,4.83,Comentarios,0.0,4.83,¿Tienes algún comentario adicional de tu profe o del curso?,,yboaf er uMpneu,33.0,33.0,100.0
10003629300.0,PREG,    PS0309,125603.0,1401.0,ivroonMesis diatdsmltoA,Presencial,,2024-05-24,,4.83,Comentarios,0.0,50.0,¿Tienes algún comentario adicional de tu profe o del curso?,,"Es de las mejores profesoras que he tenido, una excelente profesora",33.0,33.0,100.0
1000089082.0,PREG,    PS0310,125604.0,,Psicomet. y Pruebas Psicométs.,Presencial,2024-01-24,2024-05-22,Depto. de Psicología,4.83,Comentarios,0.0,,etnpM rp l ej onu euaa ñc ideesc nfn t usraeoom  paoldleaeeoeraedm,0.0,ocnítseasesa ranenenea dmiayxu  aeuuars rn aozaaSv vlt t lnea cu leoel setoqsl qct pe mitno  yeb  sa l moes,33.0,33.0,100.0
1000089082.0,PREG,    PS0310,125604.0,1402.0,Psicomet. y Pruebas Psicométs.,Presencial,2024-01-24,2024-05-22,Depto. de Psicología,4.83,msornoCieta,0.0,,Menciona un aspecto a mejorar del desempeño de tu profe en el aula,0.0,Hubiera sido interesante hacer todo a lapíz.,33.0,,100.0
10003629300.0,PREG,    PS0310,125604.0,1402.0,Psicomet. y Pruebas Psicométs.,laPercsnei,2024-01-24,2024-05-22,o.eaieDgPo d oltpscí,4.83,Comentarios,0.0,4.83,oa astef  pppuuoleecanso oieeeulo dervonmñincln   eedpdas ieM t t,0.0,"me parece muy buena profesora, muy centrada y muy buena explicando",,33.0,100.0
1000089082.0,PREG,    PS0310,125604.0,1402.0,,Presencial,2024-01-24,2024-05-22,Depto. de Psicología,4.83,Comentarios,0.0,4.83,,0.0,Tiene dominio y pasión por la asignatura y sus temas,33.0,,100.0
1000089082.0,PREG,    PS0310,125604.0,1402.0,Psicomet. y Pruebas Psicométs.,Presencial,2024-01-24,2024-05-22,,4.83,Comentarios,0.0,4.83,,0.0,,,33.0,100.0
1000355504.0,PREG,,125605.0,1403.0,Teo. y Autores en Psico. Cogn.,Presencial,2024-01-23,2024-05-21,,,Comentarios,0.0,4.9,Menciona un aspecto positivo del desempeño de tu profe en el aula,0.0,"Eus abrduera tcpelbshu ies saanafob elaslonyp ume crm   e,aeixla alodupnesspt  ueeea cu ndooc rsea nndm ,ya",33.0,33.0,100.0
1000355504.0,PREG,    PS0311,,1403.0,oye  TtnuiCoge. croAnPso.e  .s,Presencial,2024-01-23,2024-05-21,Depto. de Psicología,4.9,Comentarios,0.0,4.9,Menciona un aspecto positivo del desempeño de tu profe en el aula,0.0,"La profesora es bastante amable, promueve un buen ambiente en el aula y siempre responde todas las dudas. Se esfuerza por hacer que las clases sean un espacio seguro y de mucho aprendizaje. Se nota que es una profesora muy preparada y sabe que es lo que enseña. Tiene muy buena comunicación. Hace que las clases sean fáciles de entender.",33.0,33.0,100.0
1000355504.0,PREG,    PS0311,,1403.0,Teo. y Autores en Psico. Cogn.,,,,Depto. de Psicología,4.9,Comentarios,0.0,4.9,Menciona un aspecto positivo del desempeño de tu profe en el aula,0.0,"La profe nos enseña con una gran pasión, además, demuestra su conocimiento de una forma muy natural, siempre fomentando la confianza y el respeto en el aula. Es una gran profesora, profesional y persona. Es una profe que se vuelve muy cercana, ya que nos da la confianza y la comprensión para cualquier situación que le podamos compartir. Siempre guía a sus estudiantes hacia una ética profesional desde su experiencia en el campo que se desempeña.",33.0,33.0,100.0
1000355504.0,PREG,    PS0311,125605.0,1403.0,Teo. y Autores en Psico. Cogn.,iPesclnaer,2024-01-23,2024-05-21,Depto. de Psicología,4.9,,,4.9,Menciona un aspecto positivo del desempeño de tu profe en el aula,0.0,"Muy buena profe, desarrolla la clase de manera amena para que las 3 horas sean de total aprendizaje",400.0,33.0,100.0
1000355504.0,PREG,    PS0311,125605.0,1403.0,Teo. y Autores en Psico. Cogn.,Presencial,2024-01-23,2024-05-21,Popdetg.oei lDa ísoc,4.9,Comentarios,0.0,4.9,Menciona un aspecto positivo del desempeño de tu profe en el aula,0.0,Da las clases de una forma comprensible y es muy paciente,33.0,350.0,
1000355504.0,PREG,    PS0311,,1403.0,Teo. y Autores en Psico. Cogn.,Presencial,2024-01-23,2024-05-21,Depto. de Psicología,4.9,eioCmsraotn,0.0,4.9,¿Tienes algún comentario adicional de tu profe o del curso?,0.0,esta clase no deberia ser una materia complementaria de la carrera de diseño interactivo,33.0,350.0,100.0
,PREG,    PS0300,125594.0,1404.0,Historia de la Psicología,Presencial,2024-01-24,2024-05-22,Depto. de Psicología,4.8,Comentarios,0.0,4.8,Menciona un aspecto a mejorar del desempeño de tu profe en el aula,0.0,En algunos casos llegar a ser mas puntual o mas llegado a relacionar los temas tratados en el tema.,25.0,25.0,100.0
1000060427.0,PREG,    PS0300,1317080.0,1404.0,Historia de la Psicología,Presencial,2024-01-24,2024-05-22,Depto. de Psicología,4.8,Comentarios,0.0,4.8,,0.0,Puede ser más dinámico al dictar la clase,25.0,25.0,
1000060427.0,PREG,    PS0300,125594.0,1404.0,,Presencial,2024-01-24,2024-05-22,Depto. de Psicología,4.8,Comentarios,,4.8,Menciona un aspecto positivo del desempeño de tu profe en el aula,0.0,Que siempre esta dispuesto a que comprendamos lo temas de la mejor manera y esta dispuesto a responder preguntas.,25.0,25.0,100.0
1000060427.0,PREG,    PS0300,125594.0,1404.0,Historia de la Psicología,snreaPceil,2024-01-24,2024-05-22,Depto. de Psicología,4.8,Comentarios,0.0,4.8,Menciona un aspecto positivo del desempeño de tu profe en el aula,0.0,Bastante abierto a escuchar opiniones,25.0,,100.0
10003629300.0,ERPG,    PS0300,125594.0,1404.0,Historia de la Psicología,Presencial,2024-01-24,2024-05-22,Depto. de Psicología,4.8,Comentarios,0.0,4.8,Menciona un aspecto positivo del desempeño de tu profe en el aula,0.0,Hace de la clase un espacio ameno,25.0,,100.0
1000076508.0,PREG,    PS0312,125606.0,1405.0,Fundamentos Antropo. y Socio.,eaPcseriln,2024-01-24,2024-05-22,odipc Dt Paees.ogloí,4.52,Comentarios,0.0,4.52,Menciona un aspecto a mejorar del desempeño de tu profe en el aula,0.0,amu  ó snaet nneosnlss aso calQoaent,36.0,35.0,97.22
10003629300.0,PREG,    PS0312,125606.0,1405.0,Fundamentos Antropo. y Socio.,Presencial,2024-01-24,2024-05-22,Depto. de Psicología,,Comentarios,0.0,,Menciona un aspecto a mejorar del desempeño de tu profe en el aula,0.0,no me gusta la metodologia de enseñanza y calificación,36.0,35.0,97.22
1000076508.0,PREG,    PS0312,125606.0,1405.0,Fundamentos Antropo. y Socio.,Presencial,2024-01-24,2024-05-22,,4.52,somCtenioar,0.0,4.52,Menciona un aspecto a mejorar del desempeño de tu profe en el aula,0.0,Se debería de realizar una retroalimentación al final de la clase la cual se dé por escrito para resumir lo discutido en clase y el texto abordado ese día.,36.0,35.0,1000.0
1000076508.0,PREG,,,1405.0,Fundamentos Antropo. y Socio.,Presencial,2024-01-24,2024-05-22,Depto. de Psicología,4.52,Comentarios,0.0,4.52,aú?prndocdn ic usnTeioe dg u lfeesa rlico tan eoa torml¿oie,0.0,"Gracias profe por todo tu conocimiento, por hacerme querer tanto a la antropología y darme cuenta que la sociología es algo muy bonito y complejo, por devolverme el amor a la lectura con los textos, y complementos <3",36.0,35.0,97.22
1000076508.0,PREG,    PS0312,125606.0,1405.0,oyp ctnes.nuA o.Frm oonitSaod,Presencial,,2024-05-22,Depto. de Psicología,4.52,,0.0,4.52,¿Tienes algún comentario adicional de tu profe o del curso?,0.0,ipsensg rSre lr uareeae poaíeaaurqcslsaat bm,36.0,35.0,97.22
,PREG,    PS0313,125607.0,1407.0,Psicología Evolutiva,Presencial,2024-01-23,2024-05-21,Depto. de Psicología,4.36,Comentarios,0.0,4.36,Menciona un aspecto a mejorar del desempeño de tu profe en el aula,0.0,"La dinámica de las clases es muy aburrida pero no por la temática de la clase sino por como la profesora la da, hace la clase muy aburrida, en las exposiciones no nos deja darlas a nosotros sino que ella interrumpe cada vez que quiere, no es necesario ir a la clase porque es ir a perder el tiempo, uno fácilmente puede solo leerse el texto y ya. Debería cambiar su método de llevar la materia, esas impresiones son una pérdida de tiempo, en fin si son 10 personas las que van a su clase es mucho, deberían cambiar de profe porque en realidad los temas de la materia son muy interesantes pero la forma en la que la profe la da no es la mejor",29.0,,93.1
1000076508.0,ERGP,,125607.0,1407.0,Psicología Evolutiva,Presencial,,2024-05-21,Depto. de Psicología,4.36,Comentarios,0.0,4.36,Menciona un aspecto a mejorar del desempeño de tu profe en el aula,0.0,Depronto revisar cómo hacer la clase un poco más atractiva o no sé porque a veces la asistencia era baja,29.0,27.0,93.1
1000076508.0,RPGE,    PS0313,125607.0,1407.0,Psicología Evolutiva,elasPiernc,2024-01-23,,Depto. de Psicología,4.36,,0.0,4.36,Menciona un aspecto a mejorar del desempeño de tu profe en el aula,0.0,puede que cambiando la metodología de su clase la gente vaya más,,27.0,93.1
1000076508.0,,    PS0313,125607.0,1407.0,,Presencial,2024-01-23,2024-05-21,Depto. de Psicología,4.36,Comentarios,0.0,4.36,Menciona un aspecto a mejorar del desempeño de tu profe en el aula,,Ninguno,400.0,27.0,93.1
1000076508.0,PREG,    PS0313,125607.0,1407.0,Psicología Evolutiva,,2024-01-23,,Depto. de Psicología,4.36,Comentarios,0.0,4.36,Menciona un aspecto a mejorar del desempeño de tu profe en el aula,0.0,,29.0,27.0,93.1
10003629300.0,PREG,    PS0313,125607.0,1407.0,Psicología Evolutiva,Presencial,2024-01-23,,Depto. de Psicología,4.36,Comentarios,0.0,4.36,Menciona un aspecto positivo del desempeño de tu profe en el aula,0.0,Muy interesante el contenido,29.0,27.0,93.1
1000076508.0,PREG,    PS0313,125607.0,,Psicología Evolutiva,Presencial,2024-01-23,2024-05-21,coeo DipglesaoPdt. í,4.36,Comentarios,0.0,,¿Tienes algún comentario adicional de tu profe o del curso?,0.0,"Siempre es la misma metodología, así que se vuelve monótona",,27.0,93.1
1000067997.0,PREG,    CS0275,,2990.0,Interacción Humano Computador,Presencial,2024-01-23,2024-05-21,Depto. de Comunicación Social,4.84,Comentarios,,4.84,Menciona un aspecto a mejorar del desempeño de tu profe en el aula,0.0,áeieq Qteqs aue eanuusr eubmnste s,19.0,18.0,94.74
1000012097.0,PREG,,109969.0,64620.0,Interacción Humano Computador,lnraiePsec,2024-01-26,2024-05-24,ionoacci mupDeC leS óocdia.nt,4.89,Comentarios,0.0,4.92,Menciona un aspecto a mejorar del desempeño de tu profe en el aula,0.0,Ninguno.,16.0,14.0,
10003629300.0,PREG,    CS0277,1317080.0,2994.0,,Presencial,2024-01-24,2024-05-22,Depto. de Comunicación Social,4.93,Comentarios,0.0,4.91,Menciona un aspecto positivo del desempeño de tu profe en el aula,0.0,"El profe es genial, es muy tierno, amigable y teso, sabe mucho del tema y lo sabe transmitir. Se preocupa mucho por el proceso de cada estudiante y siempre estaba más que dispuesto a ayudar.",16.0,16.0,100.0
1000231285.0,PREG,    CS0277,109971.0,2994.0,Programación Creativa,Presencial,2024-01-24,2024-05-22,Depto. de Comunicación Social,4.93,Comentarios,0.0,,Menciona un aspecto positivo del desempeño de tu profe en el aula,,excelente la profe trata de fomentar la mejora,16.0,16.0,100.0
1000231285.0,PREG,    CS0277,109971.0,2994.0,Programación Creativa,Presencial,2024-01-24,2024-05-22,Depto. de Comunicación Social,4.93,,0.0,4.91,¿Tienes algún comentario adicional de tu profe o del curso?,0.0,"El curso me gustó mucho, pese a contener la parte técnica de la programación era muy tranquilo, divertido y creativo, se fomentaba mucho el arte.",16.0,,100.0
1000231285.0,PREG,    CS0277,109971.0,2995.0,,Presencial,2024-01-22,2024-05-20,Depto. de Comunicación Social,4.93,Comentarios,0.0,4.94,Menciona un aspecto positivo del desempeño de tu profe en el aula,0.0,Hace la clase muy amena,14.0,13.0,92.86
,PREG, 0UM3 3  2,129927.0,,Armonía y Contrapunto 3,Presencial,2024-01-24,2024-05-24,Depto de Música,50.0,Comentarios,0.0,4.83,Menciona un aspecto a mejorar del desempeño de tu profe en el aula,0.0,,9.0,,100.0
1000082789.0,,    HL0356,115478.0,3441.0,Historia de Colombia,Presencial,2024-01-22,,Depto. de Humanidades,4.77,Comentarios,0.0,4.77, afclemmoj   pneoeodc nt nñu   dMeeieoesuoe arp pasadtreena aelrlu,0.0,,,18.0,90.0
1000082789.0,PREG,    HL0356,115478.0,3441.0,Historia de Colombia,rPncalesie,2024-01-22,2024-05-20,Depto. de Humanidades,50.0,Comentarios,,50.0,Menciona un aspecto a mejorar del desempeño de tu profe en el aula,0.0,NInguno,20.0,18.0,90.0
1000082789.0,PREG,    HL0356,115478.0,3441.0,,Presencial,2024-01-22,2024-05-20,Depto. de Humanidades,,Comentarios,0.0,50.0,dsppuaeaep cflrr  e e saaooalomne o ut iddcreeeeMnm ñ  uae tnoejnl,0.0,"dmv,esnrhes.naasiosaeau efsicadepreLmseroaoertdpdjuara  cr n sl.zpodetd,oapín tesai oe  3asl cq  ddlliseonauniy   aedor g  dsaoa  srheoifnsaoraaee    le sueleroolpaeaorr ic  auai3heeuaaaoguno raboubta      adeihols omdn sndrr ranaqet  adi looi prmhbid",20.0,18.0,90.0
1000082789.0,PREG,    HL0356,115478.0,3441.0,Historia de Colombia,Presencial,2024-01-22,2024-05-20,atd. eem iudpdeaoHnDs,4.77,Comentarios,,4.77,Menciona un aspecto a mejorar del desempeño de tu profe en el aula,0.0,"Dar breaks en medio de la clase, ya que es demasiada teoría para procesar en 3 horas",20.0,18.0,90.0
1000082789.0,,    HL0356,115478.0,3441.0,Historia de Colombia,,,2024-05-20,Depto. de Humanidades,4.77,Comentarios,0.0,4.77,Menciona un aspecto positivo del desempeño de tu profe en el aula,0.0,,400.0,18.0,90.0
1000082789.0,,    HL0356,115478.0,3441.0,Historia de Colombia,Presencial,2024-01-22,2024-05-20,Depto. de Humanidades,4.77,Comentarios,0.0,4.77,¿Tienes algún comentario adicional de tu profe o del curso?,0.0,no,20.0,,1000.0
1000342196.0,PREG,    PS0307,125601.0,1399.0,Teo. y Autor. en Psico. Human.,Presencial,2024-01-23,,Depto. de Psicología,4.5,Comentarios,0.0,4.5,Menciona un aspecto a mejorar del desempeño de tu profe en el aula,0.0,Manejo de la tecnologia,32.0,32.0,100.0
1000342196.0,PREG,    PS0307,125601.0,64620.0,Teo. y Autor. en Psico. Human.,,2024-01-23,2024-05-21,Depto. de Psicología,4.5,Comentarios,0.0,4.5,f s epme   aoauo  oceterdpene nllruencteam laoi Marsd ñdne opeujae,0.0,"a pesar de lo anterior, siento que podría transmitir todo ese conocimiento de una mejor forma utilizando diferentes métodos para el aprendizaje del curso.",32.0,32.0,
1000342196.0,PREG,    PS0307,125601.0,, euaoH.y. coAutn  .mn.eTrPi os,risencPael,2024-01-23,2024-05-21,Depto. de Psicología,4.5,Comentarios,0.0,4.5,Menciona un aspecto positivo del desempeño de tu profe en el aula,0.0,"La docente fomenta el dinamismo y autonomía en los estudiantes en el aprendizaje, acompañandonos en el proceso para que entendamos de forma correcta los temas de la clase",32.0,350.0,100.0
1000342196.0,GPER,    PS0307,,1399.0,Teo. y Autor. en Psico. Human.,Presencial,,2024-05-21,,4.5,Comentarios,0.0,4.5,Menciona un aspecto positivo del desempeño de tu profe en el aula,,Respetuosa,32.0,32.0,100.0
1000342196.0,PREG,    PS0307,125601.0,,Teo. y Autor. en Psico. Human.,Presencial,2024-01-23,2024-05-21,,4.5,Comentarios,0.0,4.5, aestu dntpl e aeei ticsñsnapdlooernfe  aodoulepniemu vopM  coee ,0.0,el animo,,32.0,100.0
1000342196.0,PREG, 003 S P7 ,125601.0,1399.0,,Presencial,2024-01-23,2024-05-21,lopc odgeitaeíoD .sP,4.5,Comentarios,0.0,4.5,Menciona un aspecto positivo del desempeño de tu profe en el aula,,,32.0,32.0,100.0
